pre_start,pre_end,n,nu,scale,ks,shoulder_max,passes
2019-10-01,,394556,4.569232933692227,0.8451559264958111,0.03547737433684117,0.0045601682369009605,True
2020-01-01,,379819,4.615438336016769,0.8477169112645462,0.03421484982389755,0.004748298862117112,True
2020-03-01,,370741,4.602300600176349,0.8462500438702328,0.03388698617256164,0.004827334622663854,True
2020-06-01,,355531,4.56438512211665,0.8433350922627988,0.03411394520819189,0.004904803981626987,True
2020-09-01,,340456,4.565490583346465,0.8430712351874583,0.03410198547998422,0.004893807217586574,True
2021-01-01,,319494,4.555380703697829,0.8406913924615661,0.03413659705618011,0.005022907615530411,True
