window_start,window_end,center,nu,loc,scale,n,ks
2010-06-07 00:00:00+00:00,2013-06-07 00:00:00+00:00,2011-12-07 00:00:00+00:00,4.755877170666738,0.011747748926530124,0.9141626802553794,144202,0.04649960727024044
2010-09-07 00:00:00+00:00,2013-09-07 00:00:00+00:00,2012-03-08 00:00:00+00:00,4.686083196008889,0.011784652286877976,0.9093936024836868,144457,0.04697753277648625
2010-12-07 00:00:00+00:00,2013-12-07 00:00:00+00:00,2012-06-07 00:00:00+00:00,4.627458831534508,0.011356066118087305,0.9067959228604399,144751,0.04720586161703011
2011-03-07 00:00:00+00:00,2014-03-07 00:00:00+00:00,2012-09-05 00:00:00+00:00,4.652755241558563,0.010948825387145703,0.9085676366296612,144987,0.04622964013461833
2011-06-07 00:00:00+00:00,2014-06-07 00:00:00+00:00,2012-12-06 00:00:00+00:00,4.636264628386865,0.01117852829739355,0.9082673046850332,144965,0.04593412047465395
2011-09-07 00:00:00+00:00,2014-09-07 00:00:00+00:00,2013-03-08 00:00:00+00:00,4.535701509762866,0.013488093820092466,0.9027895241198844,144108,0.0468038960859225
2011-12-07 00:00:00+00:00,2014-12-07 00:00:00+00:00,2013-06-07 00:00:00+00:00,4.394773412579884,0.014896771807646224,0.8956888760511541,143135,0.04785650993747076
2012-03-07 00:00:00+00:00,2015-03-07 00:00:00+00:00,2013-09-05 12:00:00+00:00,4.359709734520775,0.013484207076938379,0.8931847630699534,143815,0.04650237936719154
2012-06-07 00:00:00+00:00,2015-06-07 00:00:00+00:00,2013-12-06 12:00:00+00:00,4.2520761492806205,0.01365418522230161,0.8863862829558438,143609,0.046118500810118035
2012-09-07 00:00:00+00:00,2015-09-07 00:00:00+00:00,2014-03-08 12:00:00+00:00,4.245615320724523,0.013453990520201395,0.8859219456941263,143718,0.044466888114741365
2012-12-07 00:00:00+00:00,2015-12-07 00:00:00+00:00,2014-06-07 12:00:00+00:00,4.293183242974033,0.014261458403121631,0.8853802880193808,144803,0.04224523767180838
2013-03-07 00:00:00+00:00,2016-03-07 00:00:00+00:00,2014-09-06 00:00:00+00:00,4.407948933583462,0.012694276548201527,0.8876059100322382,146346,0.0395960512148677
2013-06-07 00:00:00+00:00,2016-06-07 00:00:00+00:00,2014-12-07 00:00:00+00:00,4.467192055278863,0.0116929820650425,0.8858846357115913,147454,0.03766943107030779
2013-09-07 00:00:00+00:00,2016-09-07 00:00:00+00:00,2015-03-09 00:00:00+00:00,4.452673850504658,0.011408991838746042,0.8834954299372502,148189,0.03687490164143237
